2025-03-19_Test_coupon_2.wav => Predicted: 1, Prob: 3.8169, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_090.wav => Predicted: 0, Prob: 8.3961, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_092.wav => Predicted: 0, Prob: 10.6165, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_094.wav => Predicted: 0, Prob: 8.9167, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_096.wav => Predicted: 0, Prob: 9.4447, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_098.wav => Predicted: 0, Prob: 8.4173, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_100.wav => Predicted: 0, Prob: 9.8891, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_104.wav => Predicted: 0, Prob: 9.5190, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_108.wav => Predicted: 0, Prob: 10.7079, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_110.wav => Predicted: 0, Prob: 8.0183, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_112.wav => Predicted: 0, Prob: 12.1262, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_114.wav => Predicted: 0, Prob: 9.4421, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_116.wav => Predicted: 0, Prob: 8.4314, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_118.wav => Predicted: 0, Prob: 7.5960, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_122.wav => Predicted: 0, Prob: 7.4760, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_124.wav => Predicted: 0, Prob: 5.5665, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_126.wav => Predicted: 0, Prob: 7.7580, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_128.wav => Predicted: 0, Prob: 9.6132, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_130.wav => Predicted: 0, Prob: 7.7289, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_132.wav => Predicted: 0, Prob: 7.0835, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_134.wav => Predicted: 0, Prob: 10.4641, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_136.wav => Predicted: 0, Prob: 10.3676, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_138.wav => Predicted: 0, Prob: 7.7262, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_140.wav => Predicted: 0, Prob: 9.6777, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_142.wav => Predicted: 0, Prob: 8.3728, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_144.wav => Predicted: 0, Prob: 10.4326, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_146.wav => Predicted: 0, Prob: 9.0657, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_148.wav => Predicted: 0, Prob: 9.6449, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_150.wav => Predicted: 0, Prob: 9.4493, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_152.wav => Predicted: 0, Prob: 8.9213, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_154.wav => Predicted: 0, Prob: 8.1528, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_158.wav => Predicted: 0, Prob: 8.3627, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_160.wav => Predicted: 0, Prob: 7.0335, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_162.wav => Predicted: 0, Prob: 7.8494, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_166.wav => Predicted: 0, Prob: 4.9909, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_168.wav => Predicted: 0, Prob: 6.6744, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_172.wav => Predicted: 0, Prob: 8.4061, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_174.wav => Predicted: 0, Prob: 10.2135, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_176.wav => Predicted: 0, Prob: 10.6557, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_178.wav => Predicted: 0, Prob: 5.3996, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_180.wav => Predicted: 0, Prob: 9.6345, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_182.wav => Predicted: 0, Prob: 8.1426, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_184.wav => Predicted: 0, Prob: 7.7069, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_186.wav => Predicted: 0, Prob: 9.2918, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_190.wav => Predicted: 0, Prob: 8.8500, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_192.wav => Predicted: 0, Prob: 9.8850, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_194.wav => Predicted: 0, Prob: 10.1510, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_196.wav => Predicted: 0, Prob: 7.9191, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_198.wav => Predicted: 0, Prob: 7.4059, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_200.wav => Predicted: 0, Prob: 9.7962, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_202.wav => Predicted: 0, Prob: 6.7175, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_204.wav => Predicted: 0, Prob: 12.0860, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_206.wav => Predicted: 0, Prob: 9.6998, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_208.wav => Predicted: 0, Prob: 6.4996, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_210.wav => Predicted: 0, Prob: 11.5410, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_212.wav => Predicted: 0, Prob: 9.6140, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_214.wav => Predicted: 0, Prob: 8.1904, Ground Truth: 0
P1_2S1BottomRing2H1000_cycle_216.wav => Predicted: 0, Prob: 9.6510, Ground Truth: N/A
P1_2S1BottomRing2H1000_cycle_220.wav => Predicted: 0, Prob: 9.0655, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_002.wav => Predicted: 0, Prob: 9.5726, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_004.wav => Predicted: 0, Prob: 7.9121, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_006.wav => Predicted: 0, Prob: 9.4693, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_008.wav => Predicted: 0, Prob: 8.2364, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_010.wav => Predicted: 0, Prob: 9.1929, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_012.wav => Predicted: 0, Prob: 6.7063, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_014.wav => Predicted: 0, Prob: 10.9300, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_016.wav => Predicted: 0, Prob: 9.1922, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_020.wav => Predicted: 0, Prob: 8.3185, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_022.wav => Predicted: 0, Prob: 11.1289, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_024.wav => Predicted: 0, Prob: 8.2105, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_026.wav => Predicted: 0, Prob: 9.5929, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_028.wav => Predicted: 0, Prob: 11.0876, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_032.wav => Predicted: 0, Prob: 9.7018, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_034.wav => Predicted: 0, Prob: 10.7412, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_038.wav => Predicted: 0, Prob: 8.8202, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_040.wav => Predicted: 0, Prob: 10.5004, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_042.wav => Predicted: 0, Prob: 8.7066, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_044.wav => Predicted: 0, Prob: 10.0499, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_046.wav => Predicted: 0, Prob: 9.5490, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_048.wav => Predicted: 0, Prob: 8.8388, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_050.wav => Predicted: 0, Prob: 10.2092, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_052.wav => Predicted: 0, Prob: 7.9598, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_054.wav => Predicted: 0, Prob: 11.1357, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_056.wav => Predicted: 0, Prob: 11.5537, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_058.wav => Predicted: 0, Prob: 10.3237, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_060.wav => Predicted: 0, Prob: 3.7882, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_062.wav => Predicted: 0, Prob: 5.8461, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_064.wav => Predicted: 0, Prob: 6.7547, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_066.wav => Predicted: 0, Prob: 8.8866, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_068.wav => Predicted: 0, Prob: 9.6834, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_070.wav => Predicted: 0, Prob: 7.9749, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_072.wav => Predicted: 0, Prob: 8.3446, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_076.wav => Predicted: 0, Prob: 8.6158, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_080.wav => Predicted: 0, Prob: 8.4517, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_082.wav => Predicted: 0, Prob: 7.2072, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_084.wav => Predicted: 0, Prob: 8.4177, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_086.wav => Predicted: 0, Prob: 10.3081, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_088.wav => Predicted: 0, Prob: 10.3965, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_090.wav => Predicted: 0, Prob: 9.1335, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_092.wav => Predicted: 0, Prob: 10.0005, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_094.wav => Predicted: 0, Prob: 4.3681, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_096.wav => Predicted: 0, Prob: 7.9667, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_098.wav => Predicted: 0, Prob: 10.5323, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_100.wav => Predicted: 0, Prob: 10.7590, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_102.wav => Predicted: 0, Prob: 9.7655, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_104.wav => Predicted: 0, Prob: 9.5174, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_106.wav => Predicted: 0, Prob: 10.0182, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_108.wav => Predicted: 0, Prob: 7.2619, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_110.wav => Predicted: 0, Prob: 10.5736, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_112.wav => Predicted: 0, Prob: 8.3299, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_114.wav => Predicted: 0, Prob: 10.2719, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_116.wav => Predicted: 0, Prob: 9.6395, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_118.wav => Predicted: 0, Prob: 5.8523, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_120.wav => Predicted: 0, Prob: 8.8521, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_122.wav => Predicted: 0, Prob: 9.7617, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_124.wav => Predicted: 0, Prob: 9.0269, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_126.wav => Predicted: 0, Prob: 7.4294, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_128.wav => Predicted: 0, Prob: 9.6162, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_130.wav => Predicted: 0, Prob: 10.7628, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_132.wav => Predicted: 0, Prob: 11.0979, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_134.wav => Predicted: 0, Prob: 9.2687, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_136.wav => Predicted: 0, Prob: 10.0615, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_140.wav => Predicted: 0, Prob: 12.0965, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_142.wav => Predicted: 0, Prob: 7.8911, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_144.wav => Predicted: 0, Prob: 8.6406, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_146.wav => Predicted: 0, Prob: 10.5016, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_148.wav => Predicted: 0, Prob: 10.1880, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_150.wav => Predicted: 0, Prob: 9.5706, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_152.wav => Predicted: 0, Prob: 9.6692, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_154.wav => Predicted: 0, Prob: 11.6518, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_156.wav => Predicted: 0, Prob: 7.7786, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_158.wav => Predicted: 0, Prob: 11.7339, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_160.wav => Predicted: 0, Prob: 9.8446, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_162.wav => Predicted: 0, Prob: 9.5885, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_164.wav => Predicted: 0, Prob: 7.6726, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_166.wav => Predicted: 0, Prob: 7.9151, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_168.wav => Predicted: 0, Prob: 7.6311, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_170.wav => Predicted: 0, Prob: 9.9616, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_172.wav => Predicted: 0, Prob: 5.3911, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_174.wav => Predicted: 0, Prob: 8.3717, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_176.wav => Predicted: 0, Prob: 6.2195, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_178.wav => Predicted: 0, Prob: 6.3850, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_180.wav => Predicted: 0, Prob: 9.7333, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_182.wav => Predicted: 0, Prob: 10.0513, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_184.wav => Predicted: 0, Prob: 9.4731, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_186.wav => Predicted: 0, Prob: 4.4723, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_188.wav => Predicted: 0, Prob: 8.5442, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_190.wav => Predicted: 0, Prob: 10.0333, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_192.wav => Predicted: 0, Prob: 7.2773, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_194.wav => Predicted: 0, Prob: 10.3650, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_196.wav => Predicted: 0, Prob: 7.9005, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_198.wav => Predicted: 0, Prob: 9.3488, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_200.wav => Predicted: 0, Prob: 9.0438, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_202.wav => Predicted: 0, Prob: 8.4345, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_204.wav => Predicted: 0, Prob: 6.8867, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_208.wav => Predicted: 0, Prob: 10.1043, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_210.wav => Predicted: 0, Prob: 8.4745, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_212.wav => Predicted: 0, Prob: 9.5003, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_214.wav => Predicted: 0, Prob: 10.6955, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_218.wav => Predicted: 0, Prob: 9.2962, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_220.wav => Predicted: 0, Prob: 10.7326, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_222.wav => Predicted: 0, Prob: 9.7018, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_224.wav => Predicted: 0, Prob: 9.9363, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_226.wav => Predicted: 0, Prob: 6.4110, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_228.wav => Predicted: 0, Prob: 9.7551, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_230.wav => Predicted: 0, Prob: 8.2330, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_232.wav => Predicted: 0, Prob: 8.9337, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_234.wav => Predicted: 0, Prob: 10.0704, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_236.wav => Predicted: 0, Prob: 9.4733, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_238.wav => Predicted: 0, Prob: 10.9004, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_240.wav => Predicted: 0, Prob: 5.7325, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_242.wav => Predicted: 0, Prob: 10.5283, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_244.wav => Predicted: 0, Prob: 10.6898, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_248.wav => Predicted: 0, Prob: 10.2957, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_250.wav => Predicted: 0, Prob: 9.9427, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_252.wav => Predicted: 0, Prob: 10.8342, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_254.wav => Predicted: 0, Prob: 7.7358, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_256.wav => Predicted: 0, Prob: 7.8055, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_258.wav => Predicted: 0, Prob: 7.7449, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_262.wav => Predicted: 0, Prob: 9.4736, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_266.wav => Predicted: 0, Prob: 10.9940, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_268.wav => Predicted: 0, Prob: 8.3334, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_270.wav => Predicted: 0, Prob: 8.4898, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_272.wav => Predicted: 0, Prob: 9.8087, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_274.wav => Predicted: 0, Prob: 10.3486, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_276.wav => Predicted: 0, Prob: 11.0630, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_278.wav => Predicted: 0, Prob: 5.7496, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_280.wav => Predicted: 0, Prob: 9.3166, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_282.wav => Predicted: 0, Prob: 11.0575, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_284.wav => Predicted: 0, Prob: 8.8343, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_286.wav => Predicted: 0, Prob: 9.6290, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_288.wav => Predicted: 0, Prob: 9.3365, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_290.wav => Predicted: 0, Prob: 7.7165, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_292.wav => Predicted: 0, Prob: 7.5571, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_294.wav => Predicted: 0, Prob: 7.5457, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_296.wav => Predicted: 0, Prob: 9.4392, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_298.wav => Predicted: 0, Prob: 10.5522, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_304.wav => Predicted: 0, Prob: 5.9441, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_306.wav => Predicted: 0, Prob: 8.8217, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_308.wav => Predicted: 0, Prob: 9.7033, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_310.wav => Predicted: 0, Prob: 9.2950, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_312.wav => Predicted: 0, Prob: 8.0740, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_314.wav => Predicted: 0, Prob: 8.3633, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_316.wav => Predicted: 0, Prob: 8.4881, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_318.wav => Predicted: 0, Prob: 9.5776, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_322.wav => Predicted: 0, Prob: 7.8364, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_324.wav => Predicted: 0, Prob: 9.9191, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_326.wav => Predicted: 0, Prob: 8.2606, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_328.wav => Predicted: 0, Prob: 7.9193, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_330.wav => Predicted: 0, Prob: 8.4397, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_332.wav => Predicted: 0, Prob: 7.8201, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_334.wav => Predicted: 0, Prob: 11.6925, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_336.wav => Predicted: 0, Prob: 6.3175, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_338.wav => Predicted: 0, Prob: 8.6801, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_342.wav => Predicted: 0, Prob: 8.7200, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_344.wav => Predicted: 0, Prob: 8.8882, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_346.wav => Predicted: 0, Prob: 8.3664, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_348.wav => Predicted: 0, Prob: 7.6156, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_350.wav => Predicted: 0, Prob: 8.7739, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_356.wav => Predicted: 0, Prob: 8.5144, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_361.wav => Predicted: 0, Prob: 5.5790, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_363.wav => Predicted: 0, Prob: 10.5974, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_365.wav => Predicted: 0, Prob: 11.5598, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_367.wav => Predicted: 0, Prob: 10.2816, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_371.wav => Predicted: 0, Prob: 5.1360, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_373.wav => Predicted: 0, Prob: 9.0529, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_375.wav => Predicted: 0, Prob: 10.2172, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_377.wav => Predicted: 0, Prob: 6.7178, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_379.wav => Predicted: 0, Prob: 9.7970, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_383.wav => Predicted: 0, Prob: 10.3967, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_385.wav => Predicted: 0, Prob: 5.5772, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_387.wav => Predicted: 0, Prob: 9.4775, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_389.wav => Predicted: 0, Prob: 9.4967, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_391.wav => Predicted: 0, Prob: 7.1099, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_393.wav => Predicted: 0, Prob: 11.5948, Ground Truth: N/A
P5_6_2S1JoiningH1000_cycle_395.wav => Predicted: 0, Prob: 7.1048, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_397.wav => Predicted: 0, Prob: 10.4509, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_401.wav => Predicted: 0, Prob: 5.0802, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_403.wav => Predicted: 0, Prob: 9.4604, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_405.wav => Predicted: 0, Prob: 10.3151, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_407.wav => Predicted: 0, Prob: 5.3275, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_409.wav => Predicted: 0, Prob: 7.6482, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_411.wav => Predicted: 0, Prob: 8.7958, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_415.wav => Predicted: 0, Prob: 5.5853, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_417.wav => Predicted: 0, Prob: 6.7841, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_419.wav => Predicted: 0, Prob: 5.7975, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_421.wav => Predicted: 0, Prob: 8.9840, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_423.wav => Predicted: 0, Prob: 11.2054, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_425.wav => Predicted: 0, Prob: 9.4560, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_427.wav => Predicted: 0, Prob: 5.2655, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_429.wav => Predicted: 0, Prob: 10.1850, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_431.wav => Predicted: 0, Prob: 6.1197, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_433.wav => Predicted: 0, Prob: 11.8152, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_435.wav => Predicted: 0, Prob: 10.3885, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_437.wav => Predicted: 0, Prob: 10.1833, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_439.wav => Predicted: 0, Prob: 8.9936, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_441.wav => Predicted: 0, Prob: 6.2393, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_443.wav => Predicted: 0, Prob: 9.3023, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_445.wav => Predicted: 0, Prob: 8.7675, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_447.wav => Predicted: 0, Prob: 9.6430, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_449.wav => Predicted: 0, Prob: 7.9893, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_451.wav => Predicted: 0, Prob: 7.8269, Ground Truth: 0
P5_6_2S1JoiningH1000_cycle_453.wav => Predicted: 0, Prob: 10.9346, Ground Truth: 0
